author,title,description,url,source,category,published_at,sentiment
eddie chau,nurse bathes kids ‘maybe once a week’ to maintain body autonomy,"weekly baths are enough for the children of this mother. thats what holistic nurse practitioner veronica max admitted during an appearance on the him and her podcast, hosted by lauren and michael bosstick. with the podcast subject of how to manage your health and use holistic health practices, the subject turned to delayed bathing and",https://torontosun.com/news/world/nurse-bathes-kids-maybe-once-a-week-to-maintain-body-autonomy,Torontosun,health,2024-07-14,negative
meenakshi karn,tiger woods health updates: royal troon sighting exudes positive energy ahead of the 2024 open,"the man, the myth, the legend! the goat tiger woods is proving yet again why the golf world calls him a legend. with fifteen major wins under his belt, the golfer is ready for the sixteenth! even after going through so much, he is not ready to say goodbye to it all, and this is the post tiger woods health updates: royal troon sighting exudes positive energy ahead of the 2024 open appeared first on essentiallysports.",https://www.essentiallysports.com/golf-news-tiger-woods-health-updates-royal-troon-sighting-exudes-positive-energy-ahead-of-the-twenty-twenty-four-the-open-championship/,Essentially Sports,health,2024-07-14,positive
nbc news,two patients in critical condition following trump rally shooting,officials with the allegheny health network confirmed to nbc news that both individuals were being treated at allegheny general hospital in pittsburgh.the post two patients in critical condition following trump rally shooting appeared first on kyma.,https://kyma.com/news/national-world/2024/07/14/two-patients-in-critical-condition-following-trump-rally-shooting/,Kyma,health,2024-07-14,positive
unknown,"chennai’s avenue trees face decline amid urbanisation, says study","the survey considered factors such as biological names, physical features such as height, width of canopy, circumference of the trunk, health status by external appearance, and human factors such as nailing, wounds, digging, surface covering, and debris",https://www.thehindu.com/news/cities/chennai/chennais-avenue-trees-face-decline-amid-urbanisation-says-study/article68402949.ece,The Hindu,health,2024-07-14,neutral
the canadian press,"victim of alleged kidnapping in vaughan, ont., found safe, suspects still at large","police say a man who was allegedly kidnapped from outside his workplace north of toronto has been found in good health, though the search is still on for multiple suspects in the case. york regional police say a member of the public found 57-year-old roberto marchioni at around 3 a.m. sunday near hw...",https://www.castanet.net/news/Canada/497087/Victim-of-alleged-kidnapping-in-Vaughan-Ont-found-safe-suspects-still-at-large,Castanet,health,2024-07-14,positive
dave decamp,netanyahu admits he doesn’t know if strikes on gaza ‘safe zone’ killed hamas military commander,"israeli prime minister benjamin netanyahu has admitted he doesnt know if an israeli bombing of a tent camp the israeli military declared a safe zone killed mohammed deif, hamass senior military commander. gazas health ministry said the strike on the al-mawasi camp killed at least 90 palestinians, more than half of them being women and continue reading netanyahu admits he doesnt know if strikes on gaza safe zone killed hamas military commander",https://news.antiwar.com/2024/07/14/netanyahu-admits-he-doesnt-know-if-strikes-on-gaza-safe-zone-killed-hamas-military-commander/,Antiwar,health,2024-07-14,negative
lora sparkman,beyond the care desert: addressing the hidden challenges to rural maternal mental health care,it is imperative that everyone in the care continuum knows the warning signs of peripartum depression. the post beyond the care desert: addressing the hidden challenges to rural maternal mental health care appeared first on medcity news.,https://medcitynews.com/2024/07/beyond-the-care-desert-addressing-the-hidden-challenges-to-rural-maternal-mental-health-care/,Medcitynews,health,2024-07-14,negative
highlandnews,inmo disputes hse claim that previously vacant posts are now “funded and secured”,"the irish nurses and midwives organisation has hit back at claims by the hse, 4, 000 previously vacant posts in the health service are now funded and secured. it comes after hse chief bernard gloster announced the service will be ending its recruitment freeze tomorrow, following a government injection of 1.5 billion euro this week. inmo inmo disputes hse claim that previously vacant posts are now funded and secured read more the post inmo disputes hse claim that previously vacant posts are now funded and secured appeared first on highland...",https://highlandradio.com/2024/07/14/inmo-disputes-hse-claim-that-previously-vacant-posts-are-now-funded-and-secured/,Highland Radio,health,2024-07-14,positive
amy stalker,proposed health campus would aim to provide more airdrie residents with access to healthcare,"a series of open houses this weekend in airdrie focussed on health care and how best to meet the needs of the city’s more than 85, 000 residents.",https://calgary.ctvnews.ca/proposed-health-campus-would-aim-to-provide-more-airdrie-residents-with-access-to-healthcare-1.6963509,Calgary,health,2024-07-14,positive
pioneer press,business people: fairview fills chief people officer role,"of note fairview health services, a minneapolis-based metro-wide operator of hospitals and clinics, announced the appointment of tanja oquendo as chief people officer, effective aug. 12. oquendo previously was chief administrative officer, chief human resources officer and system senior vice president of transformation and integration at commonspirit health. entertainment children’s theatre company, a minneapolis-based live",https://www.twincities.com/2024/07/14/business-people-fairview-fills-chief-people-officer-role/,Twincities,health,2024-07-14,positive
unknown,how medical schools can be more accountable to society through community connections,the need for relevant and responsive health-care that improves people's health outcomes means that medical schools need to be accountable for what and how they teach. medical schools are responsible for training health practitioners who can help improve the health of individuals and societies.,https://phys.org/news/2024-07-medical-schools-accountable-society-community.html,Physorg - News And Articles On Science And Technology,health,2024-07-14,positive
unknown,bjp conspiring to kill kejriwal in jail: aap,"kejriwal’s health is deteriorating slowly and if his condition worsens, the bjp alone is responsible for it, says aap leader atishi",https://www.thehindu.com/news/cities/Delhi/bjp-conspiring-to-kill-kejriwal-in-jail-aap/article68403752.ece,The Hindu,health,2024-07-14,negative
associated press,hamas says gaza ceasefire talks haven’t paused and claims military chief survived israeli strike,"muwasi, gaza strip - hamas said sunday that gaza ceasefire talks continue and the group’s military commander is in good health, a day after the israeli military targeted mohammed deif with a massive airstrike that local health officials said killed at least 90 people, including children. deif’s condition remained unclear after israeli prime minister benjamin",https://torontosun.com/news/world/hamas-says-gaza-ceasefire-talks-havent-paused-and-claims-military-chief-survived-israeli-strike,Torontosun,health,2024-07-14,positive
isaac marquardt,"wtmj conversations: independent presidential candidate rfk, jr. and a look at the kennedy family political dynasty","with the rnc in milwaukee, politics are at the top of everyones mind. on this edition of wtmj conversations, libby collins shares 3 interviews about an american political dynasty: the kennedys. first, libby talks with former congressman patrick kennedy about his struggles with mental health. next, an interview with the former boarding school roommate of the post wtmj conversations: independent presidential candidate rfk, jr. and a look at the kennedy family political dynasty appeared first on wtmj.",https://wtmj.com/wtmj-conversations/2024/07/14/wtmj-conversations-independent-presidential-candidate-rfk-jr-and-a-look-at-the-kennedy-family-political-dynasty/,620Wtmj,health,2024-07-14,positive
"mirrornews@mirror.co.uk (rebecca miller, nicola roy)",man 'transforms physique' in just one month with 45-minute workout,"lynell, 41, from london, had a poor diet and rarely exercised before beginning a new fitness regime - a month later, he has lost 4kg and his mental health has improved.",https://www.mirror.co.uk/news/health/weight-loss-real-life-45-33241096,Mirror,health,2024-07-14,negative
lawrence bajah,"grant access to immunization staff, fcta urges gated estate residents","tribune onlinegrant access to immunization staff, fcta urges gated estate residentsthe federal capital territory administration , via its primary health care board, has called on residents living in gated estates, most especially in abuja municipal area council , to open their gates to the administrations staff on immunization duty. mrs. iyabo ladipo, head of advocacy, communication for social mobilization for the upcoming maternal, grant access to immunization staff, fcta urges gated estate residentstribune online",https://tribuneonlineng.com/grant-access-to-immunization-staff-fcta-urges-gated-estate-residents/,Tribune,health,2024-07-14,positive
marketbeat news,the cigna group stock holdings increased by pfg advisors,"pfg advisors boosted its stake in shares of the cigna group by 20.2% during the first quarter, according to its most recent disclosure with the sec. the institutional investor owned 2, 024 shares of the health services providers stock after purchasing an additional 340 shares during the period. pfg advisors holdings in",https://www.etfdailynews.com/2024/07/14/the-cigna-group-nyseci-stock-holdings-increased-by-pfg-advisors/,Etfdailynews,health,2024-07-14,positive
myedmondsnews,free cooking demonstration july 17 for cool blueberry soup and thai salad,"the verdant health commission will be hosting a free cooking class wednesday, july 17 that will show home cooks how to prepare a chilled blueberry soup and a tangy colorful...",https://myedmondsnews.com/2024/07/free-cooking-demonstration-july-17-for-cool-blueberry-soup-and-thai-salad/,Myedmondsnews,health,2024-07-14,positive
unknown,over 140 people killed by israeli strikes in gaza strip over past day - health ministry,"cairo - over 140 people were killed and 400 were injured in israeli strikes on the gaza strip over the past 24 hours, the enclave's health ministry said on sunday.",https://sputnikglobe.com/20240714/over-140-people-killed-by-israeli-strikes-in-gaza-strip-over-past-day---health-ministry-1119373178.html,En,health,2024-07-14,negative
sri lanka guardian,how chile’s sex workers struggle amidst covid-19 neglect,"in 1995 they held the first national meeting of sex workers and began to hold workshops, to which women came who were not sex workers, but who were interested “even in sexuality advice, ” herminda tells me.by taroa zúñiga silvaa little over a year ago, who declared the end of the covid-19 health emergency. the pandemic had disastrous consequences for workers, especially those in the informal sector. according to a world bank report, the last five years will reflect the lowest figures for economic growth in the last 30 years: 40 percent of low-income countries will remain poorer than they...",http://www.srilankaguardian.org/2024/07/how-chiles-sex-workers-struggle-amidst.html,Srilankaguardian,health,2024-07-14,negative
unknown,national guard conscript taken to france for treatment,"a 17-year-old national guard conscript who was hospitalised after feeling unwell during an exercise will be taken to france to undergo further treatment, it was announced on sunday. he will now be flown to france by air ambulance, with the health ministry having undertaken all the necessary procedures. the boy was intubated in the intensive",https://cyprus-mail.com/2024/07/14/national-guard-conscript-taken-to-france-for-treatment/,Cyprus-Mail,health,2024-07-14,positive
ap news,hamas says gaza cease-fire talks haven’t paused and claims military chief survived israeli strike,"hamas says gaza cease-fire talks continue and the group’s military commander is in good health a day after the israeli military targeted mohammed deif with a massive airstrike that local health officials say killed at least 90 people, including children. deif’s condition remains uncertain after israeli prime minister benjamin netanyahu said saturday night “there still isn’t absolute certainty” he was killed. hamas representatives have given no evidence to back up their assertion about the health of a chief architect of the oct. 7 attack that sparked the war. israel's military now says...",https://www.mymotherlode.com/news/middle-east/3391580/hamas-says-gaza-cease-fire-talks-havent-paused-and-claims-military-chief-survived-israeli-strike.html,Mymotherlode,health,2024-07-14,negative
marissa plescia,"thriveworks, ophelia team up for mental health, oud support","thriveworks can refer its patients to ophelia if they show signs or report having an opioid use disorder. and if ophelia patients require more extensive mental health care, they can be referred to thriveworks for therapy and psychiatry services. the post thriveworks, ophelia team up for mental health, oud support appeared first on medcity news.",https://medcitynews.com/2024/07/thriveworks-ophelia-team-up-for-mental-health-oud-support/,Medcitynews,health,2024-07-14,positive
marketbeat news,streamline health solutions stock crosses above two hundred day moving average of $0.43,"streamline health solutions, inc. shares passed above its two hundred day moving average during trading on friday . the stock has a two hundred day moving average of $0.43 and traded as high as $0.53. streamline health solutions shares last traded at $0.50, with a volume of 84, 005 shares changing",https://www.etfdailynews.com/2024/07/14/streamline-health-solutions-nasdaqstrm-stock-crosses-above-two-hundred-day-moving-average-of-0-43/,Etfdailynews,health,2024-07-14,positive
marketbeat news,oppenheimer & co. inc. sells 145 shares of vanguard health care etf,"oppenheimer & co. inc. reduced its stake in vanguard health care etf by 1.9% during the 1st quarter, according to its most recent 13f filing with the securities & exchange commission. the fund owned 7, 643 shares of the companys stock after selling 145 shares during the period. oppenheimer & co. inc.s",https://www.etfdailynews.com/2024/07/14/oppenheimer-co-inc-sells-145-shares-of-vanguard-health-care-etf-nysearcavht/,Etfdailynews,health,2024-07-14,positive
wafaa shurafa,hamas says gaza cease-fire talks haven’t paused and claims military chief survived israeli strike,"hamas said sunday that gaza cease-fire talks continue and the group’s military commander is in good health, a day after the israeli military targeted mohammed deif with a massive airstrike that local health officials said killed at least 90 people, including children.",https://www.chicagotribune.com/2024/07/14/hamas-says-gaza-cease-fire-talks-havent-paused-and-claims-military-chief-survived-israeli-strike/,Chicago Tribune,health,2024-07-14,neutral
marketbeat news,"oppenheimer & co. inc. acquires 68, 569 shares of blackrock health sciences term trust","oppenheimer & co. inc. lifted its holdings in shares of blackrock health sciences term trust by 89.4% in the first quarter, according to the company in its most recent disclosure with the securities & exchange commission. the institutional investor owned 145, 268 shares of the companys stock after acquiring an additional 68, 569",https://www.etfdailynews.com/2024/07/14/oppenheimer-co-inc-acquires-68569-shares-of-blackrock-health-sciences-term-trust-nysebmez/,Etfdailynews,health,2024-07-14,positive
unknown,hamas says gaza cease-fire talks haven’t paused and claims military chief survived israeli strike,"associated press muwasi, gaza strip - hamas says gaza cease-fire talks continue and the group’s military commander is in good health a day after the israeli military targeted mohammed deif with a massive airstrike that local health officials say killed at least 90 people, including children. deif’s condition remains uncertain after israeli prime ministerthe post hamas says gaza cease-fire talks havent paused and claims military chief survived israeli strike appeared first on kyma.",https://kyma.com/news/2024/07/14/hamas-says-gaza-cease-fire-talks-havent-paused-and-claims-military-chief-survived-israeli-strike/,Kyma,health,2024-07-14,positive
yalibnan,gaza talks halted. israeli “internal discord” blamed for failure to reach a deal,"photo: the health ministry in the hamas-run gaza strip said at least 92 people had been killed, more than half of them women and children, and 300 wounded in a strike on the al-mawasi camp aimed at assassinating hamas commander mohammed deif, the head of the ezzedeen al-qassam brigades, the military wing of hamas. this is reportedly the",https://yalibnan.com/2024/07/14/gaza-talks-halted-israeli-internal-discord-blamed-for-failure-to-reach-a-deal/?utm_source=rss&utm_medium=rss&utm_campaign=gaza-talks-halted-israeli-internal-discord-blamed-for-failure-to-reach-a-deal,Yalibnan,health,2024-07-14,negative
marketbeat news,the cigna group shares sold by oppenheimer & co. inc.,"oppenheimer & co. inc. trimmed its holdings in the cigna group by 7.0% during the first quarter, according to the company in its most recent filing with the securities and exchange commission. the fund owned 12, 717 shares of the health services providers stock after selling 956 shares during the period. oppenheimer",https://www.etfdailynews.com/2024/07/14/the-cigna-group-nyseci-shares-sold-by-oppenheimer-co-inc/,Etfdailynews,health,2024-07-14,positive
unknown,cap reminds ministry to keep promise of stricter vape and tobacco laws implementation,petaling jaya: the consumers association of penang has reminded the health ministry to keep its promise of implementing stricter laws in the vape and tobacco product sales regulation in the country. read full story,https://www.thestar.com.my/news/nation/2024/07/14/cap-reminds-ministry-to-keep-promise-of-stricter-vape-and-tobacco-laws-implementation,The Star Online,health,2024-07-14,positive
marketbeat news,wealthspire advisors llc grows holdings in the cigna group,"wealthspire advisors llc grew its position in shares of the cigna group by 28.0% during the 1st quarter, according to its most recent filing with the securities and exchange commission . the fund owned 1, 967 shares of the health services providers stock after purchasing an additional 430 shares during the period.",https://www.etfdailynews.com/2024/07/14/wealthspire-advisors-llc-grows-holdings-in-the-cigna-group-nyseci/,Etfdailynews,health,2024-07-14,positive
"newsdesk@men-news.co.uk (linda howard, kieran isgin)",19 dwp health conditions that could qualify you for up to £737 a month,the department for work and pensions' record-breaking figures show more than 3.5m people are claiming personal independence payment,https://www.manchestereveningnews.co.uk/news/cost-of-living/19-dwp-health-conditions-could-29536913,Manchester Evening News,health,2024-07-14,positive
barbados today,health ministry’s statement on cricket world cup & hill milling co. ltd.,the ministry of health and wellness strongly refutes a statement made in a section of the press that indicated barbadians’ health was at risk during the recently concluded t20 men’sthe post health ministry’s statement on cricket world cup & hill milling co. ltd. appeared first on barbados today.,https://barbadostoday.bb/2024/07/14/health-ministrys-statement-on-cricket-world-cup-hill-milling-co-ltd/,Barbados Today,health,2024-07-14,positive
marketbeat news,"wealthspire advisors llc decreases stake in maximus, inc.","wealthspire advisors llc reduced its holdings in maximus, inc. by 27.8% during the 1st quarter, according to the company in its most recent form 13f filing with the securities and exchange commission. the institutional investor owned 12, 954 shares of the health services providers stock after selling 4, 999 shares during the period.",https://www.etfdailynews.com/2024/07/14/wealthspire-advisors-llc-decreases-stake-in-maximus-inc-nysemms/,Etfdailynews,health,2024-07-14,positive
abmn staff,wealthspire advisors llc purchases 42 shares of vanguard health care etf,wealthspire advisors llc purchases 42 shares of vanguard health care etf,https://www.americanbankingnews.com/2024/07/14/wealthspire-advisors-llc-purchases-42-shares-of-vanguard-health-care-etf-nysearcavht.html,Americanbankingnews,health,2024-07-14,neutral
rupam shukla,who rescued unfit novak djokovic’s career with medical advice that made him the greatest ever,"novak djokovic once revealed being a “great student of wellness, well-being, health, and nutrition.” but would you believe that this dedicated student was once one of the most unfit players on the tennis circuit fans remember those days all too well. djokovic often appeared fatigued, struggling to maintain his energy levels during matches. it might the post who rescued unfit novak djokovic’s career with medical advice that made him the greatest ever appeared first on essentiallysports.",https://www.essentiallysports.com/atp-tennis-news-who-rescued-unfit-novak-djokovics-career-with-medical-advice-that-made-him-the-greatest-ever/,Essentially Sports,health,2024-07-14,positive
marketbeat news,"quantbot technologies lp makes new investment in universal health services, inc.","quantbot technologies lp acquired a new stake in universal health services, inc. during the 1st quarter, according to its most recent form 13f filing with the securities and exchange commission . the institutional investor acquired 5, 590 shares of the health services providers stock, valued at approximately $1, 020, 000. a number of other",https://www.etfdailynews.com/2024/07/14/quantbot-technologies-lp-makes-new-investment-in-universal-health-services-inc-nyseuhs/,Etfdailynews,health,2024-07-14,positive
abmn staff,global x telemedicine digital health etf short interest down 20.0% in june,global x telemedicine digital health etf short interest down 20.0% in june,https://www.americanbankingnews.com/2024/07/14/global-x-telemedicine-digital-health-etf-nasdaqedoc-short-interest-down-20-0-in-june.html,Americanbankingnews,health,2024-07-14,negative
marketbeat news,"duality advisers lp acquires new position in cardinal health, inc.","duality advisers lp acquired a new stake in shares of cardinal health, inc. in the first quarter, holdings channel reports. the firm acquired 3, 400 shares of the companys stock, valued at approximately $380, 000. other institutional investors and hedge funds also recently added to or reduced their stakes in the company. clearstead",https://www.etfdailynews.com/2024/07/14/duality-advisers-lp-acquires-new-position-in-cardinal-health-inc-nysecah/,Etfdailynews,health,2024-07-14,positive
abmn staff,"duality advisers lp acquires shares of 3, 400 cardinal health, inc.","duality advisers lp acquires shares of 3, 400 cardinal health, inc.",https://www.americanbankingnews.com/2024/07/14/duality-advisers-lp-acquires-shares-of-3400-cardinal-health-inc-nysecah.html,Americanbankingnews,health,2024-07-14,neutral
abmn staff,sotera health shares purchased by duality advisers lp,sotera health shares purchased by duality advisers lp,https://www.americanbankingnews.com/2024/07/14/sotera-health-nasdaqshc-shares-purchased-by-duality-advisers-lp.html,Americanbankingnews,health,2024-07-14,neutral
marketbeat news,sunlink health systems coverage initiated by analysts at stocknews.com,stocknews.com assumed coverage on shares of sunlink health systems in a research note published on saturday morning. the brokerage issued a hold rating on the stock. sunlink health systems price performance sunlink health systems stock opened at $0.81 on friday. sunlink health systems has a fifty-two week low of $0.53 and,https://www.etfdailynews.com/2024/07/14/sunlink-health-systems-nysessy-coverage-initiated-by-analysts-at-stocknews-com/,Etfdailynews,health,2024-07-14,positive
reporters@dailyrecord.co.uk (alastair mcneill),perth man to scale 8000ft mountain in poland for city mental health charity,barry will hike in tartra mountains later this month to raise funds for perth-based mental health charity the neuk.,https://www.dailyrecord.co.uk/news/local-news/perth-man-scale-8000ft-mountain-33227202,Daily Record,health,2024-07-14,negative
marketbeat news,gsa capital partners llp increases stake in p3 health partners inc.,"gsa capital partners llp boosted its stake in shares of p3 health partners inc. by 110.6% in the 1st quarter, holdings channel reports. the fund owned 565, 522 shares of the companys stock after buying an additional 296, 936 shares during the period. gsa capital partners llps holdings in p3 health partners were",https://www.etfdailynews.com/2024/07/14/gsa-capital-partners-llp-increases-stake-in-p3-health-partners-inc-nasdaqpiii/,Etfdailynews,health,2024-07-14,positive
abmn staff,gsa capital partners llp grows stock holdings in p3 health partners inc.,"gsa capital partners llp grew its holdings in shares of p3 health partners inc. by 110.6% in the 1st quarter, according to its most recent disclosure with the sec. the fund owned 565, 522 shares of the companys stock after purchasing an additional 296, 936 shares during the period. gsa capital partners llp",https://www.americanbankingnews.com/2024/07/14/gsa-capital-partners-llp-grows-stock-holdings-in-p3-health-partners-inc-nasdaqpiii.html,Americanbankingnews,health,2024-07-14,positive
michael chammas,‘how the hell was i trying to play last year’: crichton’s remarkable transformation,the nsw origin star has spoken about the mental health battle which included the roosters enforcer suffering a manic episode at the start of 2023.,https://www.theage.com.au/sport/nrl/how-the-hell-was-i-trying-to-play-last-year-crichton-s-remarkable-transformation-20240714-p5jti9.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Theage,health,2024-07-14,negative
michael chammas,‘how the hell was i trying to play last year’: crichton’s remarkable transformation,the nsw origin star has spoken about the mental health battle which included the roosters enforcer suffering a manic episode at the start of 2023.,https://www.brisbanetimes.com.au/sport/nrl/how-the-hell-was-i-trying-to-play-last-year-crichton-s-remarkable-transformation-20240714-p5jti9.html?ref=rss&utm_medium=rss&utm_source=rss_sport_nrl,Brisbanetimes,health,2024-07-14,negative
michael chammas,‘how the hell was i trying to play last year’: crichton’s remarkable transformation,the nsw origin star has spoken about the mental health battle which included the roosters enforcer suffering a manic episode at the start of 2023.,https://www.brisbanetimes.com.au/sport/nrl/how-the-hell-was-i-trying-to-play-last-year-crichton-s-remarkable-transformation-20240714-p5jti9.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Brisbane Times,health,2024-07-14,negative
michael chammas,‘how the hell was i trying to play last year’: crichton’s remarkable transformation,the nsw origin star has spoken about the mental health battle which included the roosters enforcer suffering a manic episode at the start of 2023.,https://www.theage.com.au/sport/nrl/how-the-hell-was-i-trying-to-play-last-year-crichton-s-remarkable-transformation-20240714-p5jti9.html?ref=rss&utm_medium=rss&utm_source=rss_feed,The Age,health,2024-07-14,negative
michael chammas,‘how the hell was i trying to play last year’: crichton’s remarkable transformation,the nsw origin star has spoken about the mental health battle which included the roosters enforcer suffering a manic episode at the start of 2023.,https://www.watoday.com.au/sport/nrl/how-the-hell-was-i-trying-to-play-last-year-crichton-s-remarkable-transformation-20240714-p5jti9.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Watoday,health,2024-07-14,negative
michael chammas,‘how the hell was i trying to play last year’: crichton’s remarkable transformation,the nsw origin star has spoken about the mental health battle which included the roosters enforcer suffering a manic episode at the start of 2023.,https://www.brisbanetimes.com.au/sport/nrl/how-the-hell-was-i-trying-to-play-last-year-crichton-s-remarkable-transformation-20240714-p5jti9.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Brisbanetimes,health,2024-07-14,negative
marketbeat news,private advisor group llc acquires new holdings in simplify health care etf,"private advisor group llc acquired a new stake in shares of simplify health care etf in the 1st quarter, holdingschannel reports. the institutional investor acquired 21, 818 shares of the companys stock, valued at approximately $675, 000. several other hedge funds also recently bought and sold shares of pink. private trust co. na",https://www.etfdailynews.com/2024/07/14/private-advisor-group-llc-acquires-new-holdings-in-simplify-health-care-etf-nysearcapink/,Etfdailynews,health,2024-07-14,positive
abmn staff,"norden group llc takes position in elevance health, inc.","norden group llc takes position in elevance health, inc.",https://www.americanbankingnews.com/2024/07/14/norden-group-llc-takes-position-in-elevance-health-inc-nyseelv.html,Americanbankingnews,health,2024-07-14,neutral
marketbeat news,health care select sector spdr fund reaches new 1-year high at $148.60,"health care select sector spdr fund reached a new 52-week high on friday . the company traded as high as $148.60 and last traded at $148.49, with a volume of 1856613 shares. the stock had previously closed at $147.35. health care select sector spdr fund trading up 0.6 % the",https://www.etfdailynews.com/2024/07/14/health-care-select-sector-spdr-fund-nysearcaxlv-reaches-new-1-year-high-at-148-60/,Etfdailynews,health,2024-07-14,positive
marketbeat news,fidelity msci health care index etf hits new 52-week high at $70.27,"shares of fidelity msci health care index etf hit a new 52-week high on friday . the stock traded as high as $70.27 and last traded at $70.23, with a volume of 29092 shares traded. the stock had previously closed at $69.66. fidelity msci health care index etf price performance",https://www.etfdailynews.com/2024/07/14/fidelity-msci-health-care-index-etf-nysearcafhlc-hits-new-52-week-high-at-70-27/,Etfdailynews,health,2024-07-14,positive
mike@midhudsonnews.com,the kiwanis club of middletown to host 3rd annual “flags for heroes” project,"middletown- you can be a part of our community’s recognition of the heroes in all our lives - past and present. your hero could have served or is serving in the military, be a policeman, fireman, health care worker, teacher, parent, grandparent, or anyone special in your life. as you can see, heroes come in",https://midhudsonnews.com/2024/07/14/the-kiwanis-club-of-middletown-to-host-3rd-annual-flags-for-heroes-project/,Midhudsonnews,health,2024-07-14,positive
unknown,dozens killed in gaza attack,"an israeli airstrike has killed at least 90 palestinians in a humanitarian zone, according to the hamas-run gaza health authority.",https://www.brisbanetimes.com.au/world/dozens-killed-in-gaza-attack-20240714-p5jtl8.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Brisbane Times,health,2024-07-14,negative
unknown,dozens killed in gaza attack,"an israeli airstrike has killed at least 90 palestinians in a humanitarian zone, according to the hamas-run gaza health authority.",https://www.theage.com.au/world/dozens-killed-in-gaza-attack-20240714-p5jtl8.html?ref=rss&utm_medium=rss&utm_source=rss_feed,The Age,health,2024-07-14,negative
unknown,dozens killed in gaza attack,"an israeli airstrike has killed at least 90 palestinians in a humanitarian zone, according to the hamas-run gaza health authority.",https://www.smh.com.au/world/dozens-killed-in-gaza-attack-20240714-p5jtl8.html?ref=rss&utm_medium=rss&utm_source=rss_world,The Sydney Morning Herald,health,2024-07-14,negative
unknown,dozens killed in gaza attack,"an israeli airstrike has killed at least 90 palestinians in a humanitarian zone, according to the hamas-run gaza health authority.",https://www.watoday.com.au/world/dozens-killed-in-gaza-attack-20240714-p5jtl8.html?ref=rss&utm_medium=rss&utm_source=rss_world,Watoday,health,2024-07-14,negative
unknown,dozens killed in gaza attack,"an israeli airstrike has killed at least 90 palestinians in a humanitarian zone, according to the hamas-run gaza health authority.",https://www.smh.com.au/world/dozens-killed-in-gaza-attack-20240714-p5jtl8.html?ref=rss&utm_medium=rss&utm_source=rss_feed,The Sydney Morning Herald,health,2024-07-14,negative
unknown,dozens killed in gaza attack,"an israeli airstrike has killed at least 90 palestinians in a humanitarian zone, according to the hamas-run gaza health authority.",https://www.brisbanetimes.com.au/world/dozens-killed-in-gaza-attack-20240714-p5jtl8.html?ref=rss&utm_medium=rss&utm_source=rss_world,Brisbanetimes,health,2024-07-14,negative
unknown,dozens killed in gaza attack,"an israeli airstrike has killed at least 90 palestinians in a humanitarian zone, according to the hamas-run gaza health authority.",https://www.theage.com.au/world/dozens-killed-in-gaza-attack-20240714-p5jtl8.html?ref=rss&utm_medium=rss&utm_source=rss_world,The Age,health,2024-07-14,negative
unknown,dozens killed in gaza attack,"an israeli airstrike has killed at least 90 palestinians in a humanitarian zone, according to the hamas-run gaza health authority.",https://www.watoday.com.au/world/dozens-killed-in-gaza-attack-20240714-p5jtl8.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Watoday,health,2024-07-14,negative
abmn staff,"private advisor group llc acquires shares of 21, 818 simplify health care etf","private advisor group llc acquired a new stake in simplify health care etf in the first quarter, according to the company in its most recent form 13f filing with the sec. the fund acquired 21, 818 shares of the companys stock, valued at approximately $675, 000. private advisor group llc owned 0.54% of",https://www.americanbankingnews.com/2024/07/14/private-advisor-group-llc-acquires-shares-of-21818-simplify-health-care-etf-nysearcapink.html,Americanbankingnews,health,2024-07-14,positive
unknown,"stiff person syndrome, ancient cancer care and a lupus breakthrough top this weekend's health recap","check out some of the top health and wellness stories of the week that you may have missed or have been meaning to check out, including why moms are microdosing on mushrooms.",https://www.foxnews.com/health/stiff-person-syndrome-ancient-cancer-care-lupus-breakthrough-weekend-health-recap,Fox News - Health,health,2024-07-14,positive
abmn staff,"allspring global investments holdings llc sells 13, 082 shares of usana health sciences, inc.","allspring global investments holdings llc lowered its position in shares of usana health sciences, inc. by 94.1% during the first quarter, holdingschannel.com reports. the fund owned 824 shares of the companys stock after selling 13, 082 shares during the quarter. allspring global investments holdings llcs holdings in usana health sciences were worth",https://www.americanbankingnews.com/2024/07/14/allspring-global-investments-holdings-llc-sells-13082-shares-of-usana-health-sciences-inc-nyseusna.html,Americanbankingnews,health,2024-07-14,positive
hwang joo-young,here's why 'sugar-free' is not such a sweet deal,"beverages and food items labeled with zero - intended to indicate they are sugar-free - have faced criticism in korea, as their promoted benefits often lead consumers to overconsume them, believing they contain no ingredients that could negatively impact health. in recent years, zero-labeled items have emerged among korean consumers, largely driven by the increasing demand for healthier sugar-free snacks. these products provide a similar sweetness as those made with regular sugar b",https://www.koreaherald.com/view.php?ud=20240714050176,Koreaherald,health,2024-07-14,negative
unknown,"health leadership, tobacco control and a sacred oath: ‘first do no harm’",ian powell discusses the conflict between the government’s decision to repeal new world-leading tobacco controls and the medical ethics of doctors working in senior health new zealand positions.,https://www.scoop.co.nz/stories/HL2407/S00028/health-leadership-tobacco-control-and-a-sacred-oath-first-do-no-harm.htm,Scoop,health,2024-07-14,positive
